fecha_hecho,cod_depto,departamento,cod_muni,municipio,cantidad
2024-10-22T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,393
2024-10-21T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,344
2024-10-20T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,324
2024-10-19T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,499
2024-10-18T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,469
2024-10-17T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,405
2024-10-16T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,383
2024-10-15T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,396
2024-10-14T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,215
2024-10-13T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,244
2024-10-12T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,396
2024-10-11T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,399
2024-10-10T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,374
2024-10-09T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,369
2024-10-08T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,305
2024-10-07T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,301
2024-10-06T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,279
2024-10-05T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,411
2024-10-04T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,459
2024-10-03T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,393
2024-10-02T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,411
2024-10-01T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,428
2024-09-30T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,327
2024-09-29T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,251
2024-09-28T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,420
2024-09-27T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,413
2024-09-26T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,407
2024-09-25T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,377
2024-09-24T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,382
2024-09-23T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,348
2024-09-22T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,323
2024-09-21T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,428
2024-09-20T00:00:00.000,11,BOGOTA D.C.,11001,BOGOTA D.C.,481
